file_name,download_url,downloads,date,topic_name,category,post_url,post#
IND_Monitoring-Spread.mq4,/attachment/file/933473?d=1333360775,261,"FirstPost:Apr 2, 2012 2:45pmApr 2, 2012 2:45pm",Need explanation about volatility,Rookie Talk,https://www.forexfactory.com/thread/post/5533239#post5533239,4
FX Sniper's T3 CCI.mq4,/attachment/file/172040?d=1227124284,1862,"FirstPost:Nov 20, 2008 1:56amNov 20, 2008 1:56am","Great Indicator, EA so so, need help with ea",Rookie Talk,https://www.forexfactory.com/thread/128699-great-indicator-ea-so-so-need-help-with,1
CCIt3.mq4,/attachment/file/172041?d=1227124284,1862,"FirstPost:Nov 20, 2008 1:56amNov 20, 2008 1:56am","Great Indicator, EA so so, need help with ea",Rookie Talk,https://www.forexfactory.com/thread/128699-great-indicator-ea-so-so-need-help-with,1
FX Snipers T3 CCI.mq4,/attachment/file/172070?d=1227129017,1649,"FirstPost:Nov 20, 2008 1:56amNov 20, 2008 1:56am","Great Indicator, EA so so, need help with ea",Rookie Talk,https://www.forexfactory.com/thread/post/2362507#post2362507,2
FXSniperT3CCIEA.mq4,/attachment/file/172071?d=1227129645,1649,"FirstPost:Nov 20, 2008 1:56amNov 20, 2008 1:56am","Great Indicator, EA so so, need help with ea",Rookie Talk,https://www.forexfactory.com/thread/post/2362507#post2362507,2
FXSniperT3CCIEA_v1.1.mq4,/attachment/file/172120?d=1227137982,1327,"FirstPost:Nov 20, 2008 1:56amNov 20, 2008 1:56am","Great Indicator, EA so so, need help with ea",Rookie Talk,https://www.forexfactory.com/thread/post/2362810#post2362810,3
Glynn Pivots.mq4,/attachment/file/172491?d=1227196111,826,"FirstPost:Nov 20, 2008 1:56amNov 20, 2008 1:56am","Great Indicator, EA so so, need help with ea",Rookie Talk,https://www.forexfactory.com/thread/post/2364954#post2364954,6
Heiken_Ashi_Smoothed.mq4,/attachment/file/172492?d=1227196111,826,"FirstPost:Nov 20, 2008 1:56amNov 20, 2008 1:56am","Great Indicator, EA so so, need help with ea",Rookie Talk,https://www.forexfactory.com/thread/post/2364954#post2364954,6
BBands_Stops.mq4,/attachment/file/172493?d=1227196128,826,"FirstPost:Nov 20, 2008 1:56amNov 20, 2008 1:56am","Great Indicator, EA so so, need help with ea",Rookie Talk,https://www.forexfactory.com/thread/post/2364954#post2364954,6
FX Sniper's SideWinder Overlay.ex4,/attachment/file/172494?d=1227196200,826,"FirstPost:Nov 20, 2008 1:56amNov 20, 2008 1:56am","Great Indicator, EA so so, need help with ea",Rookie Talk,https://www.forexfactory.com/thread/post/2364954#post2364954,6
Glenn Neely  - EXCERPTS FROM AUSSIE ARTICLE JAN07.pdf,/attachment/file/24655?d=1173305640,2327,"Feb 12, 2007 10:00pmFeb 12, 2007 10:00pm",The Basics of Elliott Wave Theory,Rookie Talk,https://www.forexfactory.com/thread/post/237744#post237744,74
Sonic SHI Channel MTF (1).mq4,/attachment/file/922013?d=1332000256,122,"FirstPost:Mar 15, 2012 11:19amMar 15, 2012 11:19am",How to determine SL on limit orders,Rookie Talk,https://www.forexfactory.com/thread/post/5486087#post5486087,6
FiboPiv_v3.mq4,/attachment/file/17980?d=1167747689,331,"Dec 24, 2006 2:07pmDec 24, 2006 2:07pm",i need 5-10 PIPS ONLY per DAY!,Rookie Talk,https://www.forexfactory.com/thread/post/173661#post173661,26
FXSniperErgodicCCITriggerDOT(SRDC).mq4,/attachment/file/17981?d=1167747802,331,"Dec 24, 2006 2:07pmDec 24, 2006 2:07pm",i need 5-10 PIPS ONLY per DAY!,Rookie Talk,https://www.forexfactory.com/thread/post/173661#post173661,26
Theoretical.xls,/attachment/file/117481?d=1212326619,1136,"FirstPost:Edited Jun 1, 2008 7:23pmMay 31, 2008 2:30am|Edited                    Jun 1, 2008 7:23pm",Is 6 pips a day enough for you?,Rookie Talk,https://www.forexfactory.com/thread/89299-is-6-pips-a-day-enough-for-you,1
TheoreticalMicro.xls,/attachment/file/117482?d=1212326619,1136,"FirstPost:Edited Jun 1, 2008 7:23pmMay 31, 2008 2:30am|Edited                    Jun 1, 2008 7:23pm",Is 6 pips a day enough for you?,Rookie Talk,https://www.forexfactory.com/thread/89299-is-6-pips-a-day-enough-for-you,1
Percentage Equity Model.xls,/attachment/file/117191?d=1212179898,884,"FirstPost:Edited Jun 1, 2008 7:23pmMay 31, 2008 2:30am|Edited                    Jun 1, 2008 7:23pm",Is 6 pips a day enough for you?,Rookie Talk,https://www.forexfactory.com/thread/post/2029016#post2029016,2
result.xls,/attachment/file/562591?d=1287340759,187,"Sep 8, 2010 11:35amSep 8, 2010 11:35am",Is 6 pips a day enough for you?,Rookie Talk,https://www.forexfactory.com/thread/post/4101933#post4101933,65
results.xls,/attachment/file/562953?d=1287398449,153,"Sep 8, 2010 11:35amSep 8, 2010 11:35am",Is 6 pips a day enough for you?,Rookie Talk,https://www.forexfactory.com/thread/post/4103286#post4103286,68
Tick Value Modified 1.mq4,/attachment/file/893297?d=1328647910,188,"FirstPost:Edited 2:42amFeb 7, 2012 2:08am|Edited                    2:42am",Money Management calculation?,Rookie Talk,https://www.forexfactory.com/thread/post/5364165#post5364165,8
Tick Value Modified 2.mq4,/attachment/file/893298?d=1328647910,188,"FirstPost:Edited 2:42amFeb 7, 2012 2:08am|Edited                    2:42am",Money Management calculation?,Rookie Talk,https://www.forexfactory.com/thread/post/5364165#post5364165,8
Breakout_System.ex4,/attachment/file/619031?d=1295288138,1032,"FirstPost:Jan 18, 2011 12:16amJan 18, 2011 12:16am",My simple GBP/USD Breakout EA,Rookie Talk,https://www.forexfactory.com/thread/276735-my-simple-gbpusd-breakout-ea,1
Pivot Points Calculator Baz.xls,/attachment/file/64467?d=1194480736,595,"FirstPost:Sep 9, 2006 11:44pmSep 9, 2006 11:44pm",Need Help with Pivot Points,Rookie Talk,https://www.forexfactory.com/thread/post/1704639#post1704639,3
Pivot Hedger.mq4,/attachment/file/833211?d=1321472483,374,"FirstPost:Jun 18, 2011 1:08amJun 18, 2011 1:08am",Basket Hedge Volatility Strategy - Wanna help?,Rookie Talk,https://www.forexfactory.com/thread/post/5139807#post5139807,19
Trendfans and Trendline.pdf,/attachment/file/832263?d=1321390969,3459,"FirstPost:Nov 8, 2011 12:27pmNov 8, 2011 12:27pm",What indicators to use?,Rookie Talk,https://www.forexfactory.com/thread/post/5136116#post5136116,19
Support and Resistance.pdf,/attachment/file/832266?d=1321391278,3459,"FirstPost:Nov 8, 2011 12:27pmNov 8, 2011 12:27pm",What indicators to use?,Rookie Talk,https://www.forexfactory.com/thread/post/5136116#post5136116,19
THV3 Coral.ex4,/attachment/file/832498?d=1321421865,153,"Nov 16, 2011 10:59amNov 16, 2011 10:59am",What indicators to use?,Rookie Talk,https://www.forexfactory.com/thread/post/5136949#post5136949,22
Daily Pivot Lines.ex4,/attachment/file/837755?d=1321955805,113,"Nov 16, 2011 10:59amNov 16, 2011 10:59am",What indicators to use?,Rookie Talk,https://www.forexfactory.com/thread/post/5155522#post5155522,31
HolyGrailEA_v7.mq4,/attachment/file/816139?d=1319644461,550,"Feb 5, 2011 8:46amFeb 5, 2011 8:46am","Holy grail trading system wanted, or nearest thing to it!",Rookie Talk,https://www.forexfactory.com/thread/post/5074402#post5074402,44
Probability of X consecutive losing trades.xls,/attachment/file/649538?d=1298705625,218,"FirstPost:Feb 19, 2011 4:51amFeb 19, 2011 4:51am",Let's talk money management,Rookie Talk,https://www.forexfactory.com/thread/post/4431202#post4431202,17
PFX Trend Direction Alert.ex4,/attachment/file/94329?d=1205282918,314,"FirstPost:Mar 11, 2008 4:39amMar 11, 2008 4:39am",Trend Indication,Rookie Talk,https://www.forexfactory.com/thread/post/1897878#post1897878,4
Percentage Equity Model.xls,/attachment/file/89363?d=1203795480,458,"Feb 24, 2008 1:24amFeb 24, 2008 1:24am",Almost 95% winner USD/CHF System,Rookie Talk,https://www.forexfactory.com/thread/post/1866438#post1866438,23
Ramses_USDCHF.ex4,/attachment/file/89423?d=1203838961,283,"Feb 24, 2008 1:24amFeb 24, 2008 1:24am",Almost 95% winner USD/CHF System,Rookie Talk,https://www.forexfactory.com/thread/post/1866735#post1866735,32
Ramses_USDCHF.mq4,/attachment/file/89424?d=1203838961,283,"Feb 24, 2008 1:24amFeb 24, 2008 1:24am",Almost 95% winner USD/CHF System,Rookie Talk,https://www.forexfactory.com/thread/post/1866735#post1866735,32
2MA Crossover.mq4,/attachment/file/89534?d=1203888697,294,"Edited 10:10pmFeb 24, 2008 9:52pm|Edited                    10:10pm",Almost 95% winner USD/CHF System,Rookie Talk,https://www.forexfactory.com/thread/post/1867177#post1867177,45
peter ema no1.tpl,/attachment/file/90595?d=1204195957,371,"Edited 10:10pmFeb 24, 2008 9:52pm|Edited                    10:10pm",Almost 95% winner USD/CHF System,Rookie Talk,https://www.forexfactory.com/thread/post/1874575#post1874575,57
peter sma no 2.tpl,/attachment/file/90596?d=1204195957,371,"Edited 10:10pmFeb 24, 2008 9:52pm|Edited                    10:10pm",Almost 95% winner USD/CHF System,Rookie Talk,https://www.forexfactory.com/thread/post/1874575#post1874575,57
Grid_v1_0.mq4,/attachment/file/178672?d=1228560925,998,"FirstPost:Dec 6, 2008 12:59pmDec 6, 2008 12:59pm",fugly's mech system 100 pips a day,Rookie Talk,https://www.forexfactory.com/thread/post/2400739#post2400739,13
ROUND NUMBER-EMA system.mq4,/attachment/file/178681?d=1228562486,1239,"FirstPost:Dec 6, 2008 12:59pmDec 6, 2008 12:59pm",fugly's mech system 100 pips a day,Rookie Talk,https://www.forexfactory.com/thread/post/2400752#post2400752,14
StrategyTester.zip,/attachment/file/178684?d=1228562945,1239,"FirstPost:Dec 6, 2008 12:59pmDec 6, 2008 12:59pm",fugly's mech system 100 pips a day,Rookie Talk,https://www.forexfactory.com/thread/post/2400752#post2400752,14
SweetSpotsGOLD.mq4,/attachment/file/178687?d=1228564051,708,"FirstPost:Dec 6, 2008 12:59pmDec 6, 2008 12:59pm",fugly's mech system 100 pips a day,Rookie Talk,https://www.forexfactory.com/thread/post/2400768#post2400768,16
LargeTimeFrame.mq4,/attachment/file/178688?d=1228564051,708,"FirstPost:Dec 6, 2008 12:59pmDec 6, 2008 12:59pm",fugly's mech system 100 pips a day,Rookie Talk,https://www.forexfactory.com/thread/post/2400768#post2400768,16
fugly mech system.zip,/attachment/file/178920?d=1228650350,750,"Dec 7, 2008 12:38pmDec 7, 2008 12:38pm",fugly's mech system 100 pips a day,Rookie Talk,https://www.forexfactory.com/thread/post/2401498#post2401498,45
Raznost3.mq4,/attachment/file/178952?d=1228658372,367,"Dec 7, 2008 12:38pmDec 7, 2008 12:38pm",fugly's mech system 100 pips a day,Rookie Talk,https://www.forexfactory.com/thread/post/2401570#post2401570,49
Raznostv33 MP3 player.mq4,/attachment/file/178956?d=1228658964,379,"Dec 7, 2008 12:38pmDec 7, 2008 12:38pm",fugly's mech system 100 pips a day,Rookie Talk,https://www.forexfactory.com/thread/post/2401575#post2401575,51
Raznost2.mq4,/attachment/file/178964?d=1228661260,338,"Dec 7, 2008 12:38pmDec 7, 2008 12:38pm",fugly's mech system 100 pips a day,Rookie Talk,https://www.forexfactory.com/thread/post/2401596#post2401596,57
CustomCandle.mq4,/attachment/file/178974?d=1228667789,256,"Dec 7, 2008 12:38pmDec 7, 2008 12:38pm",fugly's mech system 100 pips a day,Rookie Talk,https://www.forexfactory.com/thread/post/2401646#post2401646,58
CustomCandleCC_Shift.mq4,/attachment/file/178975?d=1228667789,256,"Dec 7, 2008 12:38pmDec 7, 2008 12:38pm",fugly's mech system 100 pips a day,Rookie Talk,https://www.forexfactory.com/thread/post/2401646#post2401646,58
candles_m-Candles_m.mq4,/attachment/file/178976?d=1228667830,256,"Dec 7, 2008 12:38pmDec 7, 2008 12:38pm",fugly's mech system 100 pips a day,Rookie Talk,https://www.forexfactory.com/thread/post/2401646#post2401646,58
Difference_Close1_Open0 _003_sw.mq4,/attachment/file/178977?d=1228667881,256,"Dec 7, 2008 12:38pmDec 7, 2008 12:38pm",fugly's mech system 100 pips a day,Rookie Talk,https://www.forexfactory.com/thread/post/2401646#post2401646,58
lohad.tpl,/attachment/file/157414?d=1223983552,607,"FirstPost:Oct 14, 2008 5:28pmOct 14, 2008 5:28pm",1 and 5 Min System looking to grow up,Rookie Talk,https://www.forexfactory.com/thread/114954-1-and-5-min-system-looking-to-grow,1
MA in Color.ex4,/attachment/file/157415?d=1223983552,607,"FirstPost:Oct 14, 2008 5:28pmOct 14, 2008 5:28pm",1 and 5 Min System looking to grow up,Rookie Talk,https://www.forexfactory.com/thread/114954-1-and-5-min-system-looking-to-grow,1
Signal Line.ex4,/attachment/file/157416?d=1223983562,607,"FirstPost:Oct 14, 2008 5:28pmOct 14, 2008 5:28pm",1 and 5 Min System looking to grow up,Rookie Talk,https://www.forexfactory.com/thread/114954-1-and-5-min-system-looking-to-grow,1
Signal Line.mq4,/attachment/file/157417?d=1223983562,607,"FirstPost:Oct 14, 2008 5:28pmOct 14, 2008 5:28pm",1 and 5 Min System looking to grow up,Rookie Talk,https://www.forexfactory.com/thread/114954-1-and-5-min-system-looking-to-grow,1
Super Signal Alert Modified.mq4,/attachment/file/157641?d=1224029181,904,"FirstPost:Oct 14, 2008 5:28pmOct 14, 2008 5:28pm",1 and 5 Min System looking to grow up,Rookie Talk,https://www.forexfactory.com/thread/post/2280491#post2280491,2
super_signals_v3.mq4,/attachment/file/157642?d=1224029181,904,"FirstPost:Oct 14, 2008 5:28pmOct 14, 2008 5:28pm",1 and 5 Min System looking to grow up,Rookie Talk,https://www.forexfactory.com/thread/post/2280491#post2280491,2
tupper.tpl,/attachment/file/158166?d=1224134630,578,"FirstPost:Oct 14, 2008 5:28pmOct 14, 2008 5:28pm",1 and 5 Min System looking to grow up,Rookie Talk,https://www.forexfactory.com/thread/post/2283850#post2283850,5
Stock Market Wizard Lessons.doc,/attachment/file/2591?d=1134107412,847,"FirstPost:Dec 9, 2005 11:51amDec 9, 2005 11:51am",Stock Market Wizard Lessons,Rookie Talk,https://www.forexfactory.com/thread/3706-stock-market-wizard-lessons,1
Stock Market Wizard Lessons.pdf,/attachment/file/292615?d=1250760009,1195,"FirstPost:Dec 9, 2005 11:51amDec 9, 2005 11:51am",Stock Market Wizard Lessons,Rookie Talk,https://www.forexfactory.com/thread/post/2971018#post2971018,3
Crystal Ball.mq4,/attachment/file/140177?d=1218805588,678,"FirstPost:Aug 15, 2008 4:46pmAug 15, 2008 4:46pm","Candles , not indicators - Simple and Effective",Rookie Talk,https://www.forexfactory.com/thread/post/2167666#post2167666,4
HSBC%20Job%20oct09.pdf,/attachment/file/384045?d=1261919812,931,"FirstPost:Dec 27, 2009 2:19pmDec 27, 2009 2:19pm",any online certified diploma level course for forex?,Rookie Talk,https://www.forexfactory.com/thread/post/3327762#post3327762,7
THV4  TRIX MTF.ex4,/attachment/file/575632?d=1289214256,1411,"FirstPost:Edited Feb 12, 2011 5:46amNov 8, 2010 5:05pm|Edited                    Feb 12, 2011 5:46am",the most secure 5 pip scalping system,Rookie Talk,https://www.forexfactory.com/thread/264617-the-most-secure-5-pip-scalping-system,1
THV4 TzPivotsD (Black).ex4,/attachment/file/575633?d=1289214256,1411,"FirstPost:Edited Feb 12, 2011 5:46amNov 8, 2010 5:05pm|Edited                    Feb 12, 2011 5:46am",the most secure 5 pip scalping system,Rookie Talk,https://www.forexfactory.com/thread/264617-the-most-secure-5-pip-scalping-system,1
THV4 Trix called.ex4,/attachment/file/575693?d=1289222036,1411,"FirstPost:Edited Feb 12, 2011 5:46amNov 8, 2010 5:05pm|Edited                    Feb 12, 2011 5:46am",the most secure 5 pip scalping system,Rookie Talk,https://www.forexfactory.com/thread/264617-the-most-secure-5-pip-scalping-system,1
#KG Support and Resistance.ex4,/attachment/file/578937?d=1289567449,1411,"FirstPost:Edited Feb 12, 2011 5:46amNov 8, 2010 5:05pm|Edited                    Feb 12, 2011 5:46am",the most secure 5 pip scalping system,Rookie Talk,https://www.forexfactory.com/thread/264617-the-most-secure-5-pip-scalping-system,1
exking scalp.tpl,/attachment/file/578938?d=1289567449,1411,"FirstPost:Edited Feb 12, 2011 5:46amNov 8, 2010 5:05pm|Edited                    Feb 12, 2011 5:46am",the most secure 5 pip scalping system,Rookie Talk,https://www.forexfactory.com/thread/264617-the-most-secure-5-pip-scalping-system,1
THV4 Trix called.ex4,/attachment/file/575689?d=1289221456,297,"Nov 8, 2010 7:05pmNov 8, 2010 7:05pm",the most secure 5 pip scalping system,Rookie Talk,https://www.forexfactory.com/thread/post/4154926#post4154926,21
THV4 Trix called.ex4,/attachment/file/576190?d=1289293028,169,"Nov 9, 2010 4:10amNov 9, 2010 4:10am",the most secure 5 pip scalping system,Rookie Talk,https://www.forexfactory.com/thread/post/4157225#post4157225,51
THV3 Trix V6.1 all false.ex4,/attachment/file/576496?d=1289320178,201,"Nov 9, 2010 5:54pmNov 9, 2010 5:54pm",the most secure 5 pip scalping system,Rookie Talk,https://www.forexfactory.com/thread/post/4158633#post4158633,77
THV EA v1.32 user guide(2).pdf,/attachment/file/579966?d=1289786197,2946,"Nov 10, 2010 4:24pmNov 10, 2010 4:24pm",the most secure 5 pip scalping system,Rookie Talk,https://www.forexfactory.com/thread/post/4172037#post4172037,117
new exking.tpl,/attachment/file/612548?d=1294423185,551,"Nov 15, 2010 10:54pmNov 15, 2010 10:54pm",the most secure 5 pip scalping system,Rookie Talk,https://www.forexfactory.com/thread/post/4296759#post4296759,134
Forex Scalping.pdf,/attachment/file/441799?d=1268862894,22761,"FirstPost:Mar 17, 2010 3:10amMar 17, 2010 3:10am",Can you suggest a good book?,Rookie Talk,https://www.forexfactory.com/thread/post/3560999#post3560999,10
Forex surfing.pdf,/attachment/file/441800?d=1268862894,22761,"FirstPost:Mar 17, 2010 3:10amMar 17, 2010 3:10am",Can you suggest a good book?,Rookie Talk,https://www.forexfactory.com/thread/post/3560999#post3560999,10
Ticket.pdf,/attachment/file/718242?d=1307828319,234,"FirstPost:Edited 5:22amJun 12, 2011 3:39am|Edited                    5:22am",Please analyse and let me know,Rookie Talk,https://www.forexfactory.com/thread/298257-please-analyse-and-let-me-know,1
123system.pdf,/attachment/file/478685?d=1274464674,650,"FirstPost:May 21, 2010 11:02pmMay 21, 2010 11:02pm",easiest and most profitable,Rookie Talk,https://www.forexfactory.com/thread/post/3745939#post3745939,6
pipDistance_EA.ex4,/attachment/file/713709?d=1307346104,228,"FirstPost:Edited Jun 6, 2011 6:37pmJun 3, 2011 6:45pm|Edited                    Jun 6, 2011 6:37pm",Micro lots making Money Look at the Back tests,Rookie Talk,https://www.forexfactory.com/thread/post/4667656#post4667656,16
alfa.doc,/attachment/file/665411?d=1300778189,258,"Mar 18, 2011 2:53pmMar 18, 2011 2:53pm",check it out - my system,Rookie Talk,https://www.forexfactory.com/thread/post/4489456#post4489456,57
VanessaFX_Advanced_Systems.pdf,/attachment/file/20031?d=1169328725,3255,"FirstPost:Sep 23, 2006 11:52pmSep 23, 2006 11:52pm",who knows profitable daily system,Rookie Talk,https://www.forexfactory.com/thread/post/192643#post192643,18
MACD  NO Histogram.mq4,/attachment/file/20033?d=1169329050,440,"FirstPost:Sep 23, 2006 11:52pmSep 23, 2006 11:52pm",who knows profitable daily system,Rookie Talk,https://www.forexfactory.com/thread/post/192859#post192859,20
Trading Diary.xls,/attachment/file/698271?d=1305252786,141,"FirstPost:May 13, 2011 4:29amMay 13, 2011 4:29am",Am i making progress?,Rookie Talk,https://www.forexfactory.com/thread/post/4614994#post4614994,4
MACD_ColorHist_Alert  12  26  9   LA .mq4,/attachment/file/189789?d=1231512373,392,"FirstPost:Edited 9:59pmJan 8, 2009 8:58pm|Edited                    9:59pm",PSAR + AO + MACD,Rookie Talk,https://www.forexfactory.com/thread/post/2459381#post2459381,16
ma51.tpl,/attachment/file/680262?d=1302780944,218,"FirstPost:Apr 14, 2011 5:57pmApr 14, 2011 5:57pm",My simple SMA system,Rookie Talk,https://www.forexfactory.com/thread/290111-my-simple-sma-system,1
10pips.mq4,/attachment/file/653937?d=1299225887,1290,"FirstPost:Mar 4, 2011 2:05pmMar 4, 2011 2:05pm",Help me get 100% Win Ratio & 10 pips a day,Rookie Talk,https://www.forexfactory.com/thread/283142-help-me-get-100-win-ratio-10,1
10Pip10EMA.mq4,/attachment/file/653980?d=1299232566,1218,"FirstPost:Mar 4, 2011 2:05pmMar 4, 2011 2:05pm",Help me get 100% Win Ratio & 10 pips a day,Rookie Talk,https://www.forexfactory.com/thread/post/4446979#post4446979,7
SDX-TzPivots.ex4,/attachment/file/674311?d=1301983368,156,"FirstPost:Apr 5, 2011 11:50amApr 5, 2011 11:50am",newbie questions on daily  pivot points,Rookie Talk,https://www.forexfactory.com/thread/post/4521590#post4521590,2
2STROKE_SYSTEM_EURUSD_USDCAD.zip,/attachment/file/39450?d=1184843215,2327,"FirstPost:Jul 19, 2007 2:57pmJul 19, 2007 2:57pm",Two-Stroke System (Mechanical Price Action +300 pips per month),Rookie Talk,https://www.forexfactory.com/thread/post/1500239#post1500239,11
2STROKE_PORTFOLIO.zip,/attachment/file/39779?d=1185011303,488,"Jul 19, 2007 8:50pmJul 19, 2007 8:50pm",Two-Stroke System (Mechanical Price Action +300 pips per month),Rookie Talk,https://www.forexfactory.com/thread/post/1502874#post1502874,24
audjpy_05-07.zip,/attachment/file/39818?d=1185088843,370,"Jul 19, 2007 8:50pmJul 19, 2007 8:50pm",Two-Stroke System (Mechanical Price Action +300 pips per month),Rookie Talk,https://www.forexfactory.com/thread/post/1503252#post1503252,35
audusd_05-07.zip,/attachment/file/39819?d=1185088843,370,"Jul 19, 2007 8:50pmJul 19, 2007 8:50pm",Two-Stroke System (Mechanical Price Action +300 pips per month),Rookie Talk,https://www.forexfactory.com/thread/post/1503252#post1503252,35
eurjpy_05-07.zip,/attachment/file/39820?d=1185088891,327,"Jul 19, 2007 8:50pmJul 19, 2007 8:50pm",Two-Stroke System (Mechanical Price Action +300 pips per month),Rookie Talk,https://www.forexfactory.com/thread/post/1503253#post1503253,36
eurusd_05-07.zip,/attachment/file/39821?d=1185088891,327,"Jul 19, 2007 8:50pmJul 19, 2007 8:50pm",Two-Stroke System (Mechanical Price Action +300 pips per month),Rookie Talk,https://www.forexfactory.com/thread/post/1503253#post1503253,36
gbpusd_05-07.zip,/attachment/file/39822?d=1185088942,366,"Jul 19, 2007 8:50pmJul 19, 2007 8:50pm",Two-Stroke System (Mechanical Price Action +300 pips per month),Rookie Talk,https://www.forexfactory.com/thread/post/1503254#post1503254,37
usdcad_05-07.zip,/attachment/file/39823?d=1185088942,366,"Jul 19, 2007 8:50pmJul 19, 2007 8:50pm",Two-Stroke System (Mechanical Price Action +300 pips per month),Rookie Talk,https://www.forexfactory.com/thread/post/1503254#post1503254,37
2STROKE_PORTFOLIO.zip,/attachment/file/40012?d=1185212998,474,"Jul 23, 2007 8:00pmJul 23, 2007 8:00pm",Two-Stroke System (Mechanical Price Action +300 pips per month),Rookie Talk,https://www.forexfactory.com/thread/post/1504736#post1504736,43
allzipped.zip,/attachment/file/112136?d=1210745844,2021,"FirstPost:Edited 2:27pmMay 14, 2008 11:21am|Edited                    2:27pm",FXKRED system about 200 pips Daily on GBPJPY,Rookie Talk,https://www.forexfactory.com/thread/post/1999359#post1999359,3
gj0526.txt,/attachment/file/115772?d=1211834700,304,"May 27, 2008 2:45amMay 27, 2008 2:45am",FXKRED system about 200 pips Daily on GBPJPY,Rookie Talk,https://www.forexfactory.com/thread/post/2020419#post2020419,41
power of compound interest.xls,/attachment/file/130251?d=1216060374,297,"Jun 29, 2008 7:46pmJun 29, 2008 7:46pm",FXKRED system about 200 pips Daily on GBPJPY,Rookie Talk,https://www.forexfactory.com/thread/post/2108818#post2108818,100
BB_MACD_v1.04.mq4,/attachment/file/403629?d=1264697782,381,"Jan 28, 2010 10:56pmJan 28, 2010 10:56pm",FXKRED system about 200 pips Daily on GBPJPY,Rookie Talk,https://www.forexfactory.com/thread/post/3410745#post3410745,181
Calculated Cross Values.zip,/attachment/file/12686?d=1161377895,426,"FirstPost:Oct 20, 2006 11:31pmOct 20, 2006 11:31pm",How does USD affect EURJPY?,Rookie Talk,https://www.forexfactory.com/thread/post/123526#post123526,20
chartpoint1.pdf,/attachment/file/206998?d=1234946194,3514,"FirstPost:Feb 12, 2009 11:10pmFeb 12, 2009 11:10pm",Charles Drummond Geometry,Rookie Talk,https://www.forexfactory.com/thread/post/2546870#post2546870,13
DG.mq4,/attachment/file/382061?d=1261291948,1131,"FirstPost:Feb 12, 2009 11:10pmFeb 12, 2009 11:10pm",Charles Drummond Geometry,Rookie Talk,https://www.forexfactory.com/thread/post/3318530#post3318530,20
dgtemplate.tpl,/attachment/file/382062?d=1261291948,1131,"FirstPost:Feb 12, 2009 11:10pmFeb 12, 2009 11:10pm",Charles Drummond Geometry,Rookie Talk,https://www.forexfactory.com/thread/post/3318530#post3318530,20
FOREX - Big Ben Breakout.pdf,/attachment/file/130644?d=1216164403,2459,"FirstPost:Jul 13, 2008 11:53pmJul 13, 2008 11:53pm",Big Ben Strategy - Profitable??,Rookie Talk,https://www.forexfactory.com/thread/post/2111550#post2111550,6
BB_Strategy.pdf,/attachment/file/637844?d=1297425976,1312,"FirstPost:Jul 13, 2008 11:53pmJul 13, 2008 11:53pm",Big Ben Strategy - Profitable??,Rookie Talk,https://www.forexfactory.com/thread/post/4390941#post4390941,14
New folder.zip,/attachment/file/591729?d=1291359975,179,"FirstPost:Nov 29, 2010 6:29amNov 29, 2010 6:29am",Beginner Starting Point,Rookie Talk,https://www.forexfactory.com/thread/post/4218366#post4218366,13
Murrey_Math_Line_X.mq4,/attachment/file/221216?d=1237508023,358,"FirstPost:Edited Mar 19, 2009 1:03amFeb 3, 2009 10:57pm|Edited                    Mar 19, 2009 1:03am",Trading style.....,Rookie Talk,https://www.forexfactory.com/thread/post/2616833#post2616833,15
FractalChannel(2).mq4,/attachment/file/613836?d=1294673507,257,"FirstPost:Edited 7:44pmJan 10, 2011 6:52pm|Edited                    7:44pm",Find a great mechanical entry system with me,Rookie Talk,https://www.forexfactory.com/thread/post/4301273#post4301273,2
Pasop-Fractal-Breakout-V1.1.ex4,/attachment/file/615333?d=1294834911,229,"FirstPost:Edited 7:44pmJan 10, 2011 6:52pm|Edited                    7:44pm",Find a great mechanical entry system with me,Rookie Talk,https://www.forexfactory.com/thread/post/4307240#post4307240,3
Fractal Breakout Backtest.xls,/attachment/file/615509?d=1294845638,343,"FirstPost:Edited 7:44pmJan 10, 2011 6:52pm|Edited                    7:44pm",Find a great mechanical entry system with me,Rookie Talk,https://www.forexfactory.com/thread/post/4307836#post4307836,4
vector.zip,/attachment/file/471329?d=1273248457,145,"FirstPost:May 7, 2010 10:09pmMay 7, 2010 10:09pm",New trader needs advice on a EA,Rookie Talk,https://www.forexfactory.com/thread/235528-new-trader-needs-advice-on-a-ea,1
tooI_kelvin1 scalping.pdf,/attachment/file/75122?d=1198972383,3870,"FirstPost:Dec 29, 2007 5:23amDec 29, 2007 5:23am",I need a good 5 min. scalping strategy,Rookie Talk,https://www.forexfactory.com/thread/post/1777083#post1777083,14
Jacko trading style.pdf,/attachment/file/451179?d=1270371351,341,"Dec 30, 2009 12:49pmDec 30, 2009 12:49pm",Where do I start with my fx education?,Rookie Talk,https://www.forexfactory.com/thread/post/3607687#post3607687,34
e-TrendLineTrader.mq4,/attachment/file/527221?d=1282030379,281,"FirstPost:Jul 31, 2010 8:00pmJul 31, 2010 8:00pm",Trendlines and SMAs,Rookie Talk,https://www.forexfactory.com/thread/post/3952859#post3952859,6
